Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',850,9110.7612892,1,3970
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',131,9828.7686892,1,98181
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',720,658.6383892,1,24417
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',107,4437.0900892,1,70289
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',529,8591.7083892,1,72038
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',360,460.8229892,1,45570
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',748,8820.7826892,1,48601
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',735,8547.2817892,1,44912
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',203,1437.0922892,1,70754
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',636,6119.7171892,1,24124
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',794,7586.4452892,1,1974
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',468,5417.2611892,1,22134
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',17,978.5143892,1,62680
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',187,9437.7566892,1,79794
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',466,2892.6957892,1,65993
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',746,4239.1363892,1,72402
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',273,6679.2466892,1,31198
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',179,4512.1682892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',86,546.1031892,1,17659
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',765,1518.1678892,1,39837
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',106,866.8138892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',422,7954.7614892,1,26479
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',247,3036.3708892,1,80399
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',739,4664.5643892,1,17505
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',616,9433.3188892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',884,1208.1778892,1,93694
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',782,5578.2755892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',720,126.5737892,1,99707
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',32,5731.6522892,1,91015
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',114,6915.1122892,1,34763
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',158,9396.3399892,1,89956
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',67,9091.6458892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',16,8613.4495892,1,49433
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',246,3907.7808892,1,48062
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',218,5504.7785892,1,78733
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',674,253.2085892,1,62934
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',874,9261.8921892,1,17633
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',864,9141.7453892,1,30675
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',599,4050.5880892,1,56582
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',542,1994.6675892,1,33154
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',137,9819.9679892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',340,8102.8414892,1,76639
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',82,9108.9780892,1,98326
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',735,4283.4716892,1,93820
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',625,9897.8934892,1,56250
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',256,5851.5828892,1,6103
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',158,9076.5235892,1,98864
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',392,4089.4982892,1,87053
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',905,1879.0684892,1,17887
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',606,5284.9829892,1,14548
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',628,5433.6411892,1,75070
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',280,6965.7667892,1,32204
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',311,7239.5271892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',502,8949.5995892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',975,1186.7834892,1,22009
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',342,5507.3923892,1,67287
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',696,8208.5070892,1,32207
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',439,9338.2585892,1,74097
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',167,1607.5870892,1,84208
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',258,1371.7262892,1,2218
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',720,9307.7223892,1,5365
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',711,2685.7173892,1,41907
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',525,4074.2906892,1,93833
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',515,1612.1676892,1,46177
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',512,9274.4785892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',97,3787.2886892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',704,1694.8865892,1,65677
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',527,996.5377892,1,15526
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',848,211.0285892,1,3898
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',319,4779.5966892,1,55740
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',203,6571.9329892,1,36193
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',971,3096.2476892,1,23042
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',467,6580.9588892,1,15153
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',457,9050.2050892,1,2622
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',832,1722.2205892,1,84298
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',927,3856.5944892,1,10678
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',286,1097.8769892,1,61686
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',524,3951.1551892,1,79904
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',908,7105.0075892,1,82652
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',48,3387.1901892,1,88081
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',538,4162.0854892,1,58332
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',610,9382.1922892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',958,7819.3911892,1,71666
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',988,6036.1578892,1,596
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',402,6135.6583892,1,60014
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',237,6832.6898892,1,80663
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',923,4966.5754892,1,64662
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',753,476.4121892,1,72971
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',173,7347.1919892,1,1458
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',727,958.3280892,1,3046
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',101,8227.0933892,1,46984
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',896,444.7740892,1,85503
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',638,4627.8231892,1,18519
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',821,316.9959892,1,37709
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',835,2368.3764892,1,98004
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',873,9944.5720892,1,56474
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',116,9753.9457892,1,58300
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',544,5892.3306892,1,95693
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',585,6586.1900892,1,74257
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',135,9197.0359892,1,65210
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',807,3854.0511892,1,16531
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',395,2634.6074892,1,85831
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',211,8064.4830892,1,66466
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',927,2166.5331892,1,31966
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',283,8868.6419892,1,39770
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',794,102.9829892,1,27146
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',902,6801.7944892,1,37328
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',427,4811.6022892,1,21127
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',420,7712.8803892,1,89985
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',200,3294.4528892,1,66815
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',729,2510.6802892,1,33898
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',98,7972.1059892,1,32375
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',959,6246.5816892,1,30560
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',491,9977.6335892,1,3857
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',396,8882.3950892,1,34408
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',513,6653.4918892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',18,7584.4302892,1,93106
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',420,8120.9251892,1,78045
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',869,8826.8469892,1,1113
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',935,1491.9157892,1,95413
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',993,2891.2649892,1,88174
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',357,6523.8837892,1,32519
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',321,9989.8351892,1,79481
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',86,2801.5251892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',848,3972.8627892,1,41349
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',165,3728.4878892,1,47174
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',586,2816.7971892,1,97590
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',454,7471.5228892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',708,883.3921892,1,46179
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',162,577.7416892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',767,9725.8956892,1,7352
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',250,2900.2701892,1,44286
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',484,3666.0422892,1,5810
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',109,5411.3253892,1,46227
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',902,5444.1601892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',203,4263.3485892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',140,204.5200892,1,41935
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',396,7573.4666892,1,1955
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',983,1613.4208892,1,36535
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',367,564.7606892,1,21246
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',894,8899.5115892,1,9312
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',449,2698.6069892,1,84591
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',299,6771.9613892,1,17045
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',558,3853.3744892,1,66083
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',304,1583.6805892,1,79009
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',461,1168.2714892,1,99032
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',728,2755.0144892,1,58098
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',985,4128.3372892,1,59560
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',409,8835.3607892,1,16113
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',522,3427.1538892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',708,1405.0053892,1,48989
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',629,4874.4830892,1,72040
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',99,2987.8678892,1,65037
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',122,169.6499892,1,50531
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',822,6212.6009892,1,59282
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',976,5720.3055892,1,51065
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',39,804.6631892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',445,4238.1494892,1,78316
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',671,9614.6201892,1,51666
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',326,5095.4941892,1,74809
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',920,4287.1705892,1,59784
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',953,643.2050892,1,61829
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',464,7838.8111892,1,75308
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',493,4006.5795892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',670,901.5335892,1,96034
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',340,8663.3541892,1,38765
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',686,136.3041892,1,21523
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',71,1463.0722892,1,15512
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',514,8596.2851892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',147,7616.4115892,1,63174
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',530,2537.7004892,1,71509
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',842,7432.4709892,1,42254
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',984,1629.6218892,1,16870
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',327,9742.5951892,1,68362
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',155,7967.6155892,1,71279
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',285,8201.0738892,1,7192
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',157,1846.9657892,1,17215
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',25,715.6678892,1,8543
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',75,4447.9358892,1,61960
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',695,4825.6307892,1,13426
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',49,990.3435892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',197,6240.5372892,1,2680
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',205,1085.4661892,1,73604
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',388,3744.8514892,1,15558
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',947,5142.3570892,1,5808
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',700,7611.2925892,1,98098
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',197,9265.0407892,1,52888
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',923,6587.0260892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',938,6621.0874892,1,12861
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',150,7590.4902892,1,79652
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',805,4376.3737892,1,50495
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',152,5130.9728892,1,79634
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',448,5111.3040892,1,39399
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',488,2452.0344892,1,18281
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',472,8030.9216892,1,25545
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',682,4789.0539892,1,81816
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',404,796.3529892,1,28101
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',266,436.6307892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',192,726.8079892,1,82444
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',727,1950.2010892,1,45735
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',334,8456.9988892,1,11288
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',401,4637.0405892,1,69164
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',43,7120.3624892,1,8229
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',855,5188.7125892,1,81248
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',559,7843.1745892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',141,1740.6158892,1,92075
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',254,9736.9071892,1,90646
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',536,6056.1349892,1,
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',791,8841.0610892,1,62511
Syntax error in formula 'this + .00729120471204270912',Syntax error in formula 'this + .012734',807,6270.2881892,1,56825
